"idservicio","nombre","mercado","tipo","infraestructura","descripcion","resultados","fregistro","informante","entidad","autorizado"
"140","Curso Gestión del Desarrollo Sostenible y Reducción del Riesgo","Instituciones Públicas y privadas","3","Instrumentos de Gestión del Riesgo","Capacitación en curso internacional","Realizado el curso de posgrado Internacional en Torino-Italia 2008","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"143","Planes Ambientales Turísticos","Alcaldías Municipales","10","Instrumentos para elaboración de planes ambientales","Elaboración de Planes Ambientales","Plan Ambiental Turístico de Corn Island","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"181","Caracterización de las Aguas Residuales, Domésticas e industriales ","Urbanización, Industrias alimenticias, Alcaldías, Zona Francas,","1","Se cuenta con laboratio especializado en el analisis de para estas aguas y equipo de oficina.","Determinar las característica físico-química de las aguas residuales doméstica e industriales. ","\N","2010-11-09","Dionisio Vidal Cáceres Antón","BIOMASA","Si"
"190","Capacitación la operación y mantenimiento de sistemas de tratamiento.","\N","3","Equipo de oficina, pizarra, datashow","CApacitacion a los operarios sobre el uso del sistema de tratamiento diseñado.","\N","2010-11-09","Russell Joseph - Di","BIOMASA","Si"
"28","Calibración y certificación de micrómetros hasta 50 mm y pie de rey hasta 300 mm","Empresas de las ramas o sectores de laboratorios de ensayos y calibración , zonas francas, fármacos, embotelladoras, empresas de comercialización de instrumentos de medición de longitud.","13","Laboratorio de masas diseñado par mantener condiciones de ambiente controlado de temperatura, humedad relativa, y presión, juegos de bloques calibre grado 0 y grado 1,  dispositivos y equipos auxiliares trazables a Laboratorios Nacionales Primarios (trazabilidad internacional) , mesa de granito y equipos de computación.","Las calibraciones de los pie de rey y micrómetros se realizan por método de comparación directade de conformidad a procedimientos y métodos normalizados o reconocidos internacionalmente.","Brindados 42 servicios de calibraión (enero-agosto) a empresas de las ramas o sectores de laboratorios de ensayos y calibración , zonas francas, fármacos, embotelladoras, empresas de comercialización de instrumentos de medición de longitud.","2010-10-16","Gustavo A. Montiel","LANAMET","Si"
"55","Especialidad en Vivienda Social y Calidad de Vida","Sociedad civil, Funcionarios de Instituciones Públicas y Privadas, Organismos No Gubernamentales, Centros de Investigación.","29","Aulas especializadas, Transporte para visitas de campo, Centro de Información Ambiental.","Formación de Especialistas en Vivienda Social y Calidad de Vida (VSCV)","Primera Graduación de Especialistas en VSCV. Año 1998.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"51","Maestría en Medio Ambiente, Prevención y Mitigación de Desastres","Funcionarios de Instituciones Públicas y privadas, de Centros de Investigación, Organismos No Gubernamentales","27","Aulas especializadas, Software sobre Gestión del Riesgo, Transporte para visitas de campo.","Formación con grado de Maestría en Medio Ambiente, Prevención y Mitigación de Desastres","Primera Graduación de Master en Medio Ambiente, Prevención y Mitigación de Desastres. 2004. Entidades a la que se brindó el servicio: Sociedad civil, MARENA","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"52","Maestría en Medio Ambiente y Desarrollo Urbano","Funcionarios de Instituciones Públicas y Privadas, Centros de Investigación científica, Organismos No Gubernamentales, Sociedad civil.","27","Aulas especializadas, softwares, Centro de Información Ambiental","Formación con grado de Máster en Medio Ambiente y Desarrollo Urbano","Primera graduación de Máster en Medio Ambiente y Desarrollo Urbano Territorial. 2002.  Clientes o Entidades a las que se brindó el servicio: Sociedad civil, Funcionarios de Instituciones Públicas. ","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"53","Maestría en Planificación y Administración Ambiental de Proyectos","Sociedad civil, Funcionarios de Instituciones públicas y privadas, Organismos No Gubernamentales, Centros de Investigación científica.","27","Aulas especializadas, softwares, Transporte para visitas de campo, Centro de Información Ambiental.","Formación con grado académico de Máster en Planificación y Administración Ambiental de Proyectos.","Primera Graduación de Máster en Planificación y Administración Ambiental de Proyectos 2002. Clientes o Entidades a las que se brindó el servicio: Sociedad civil, funcionarios de instituciones públicas y privadas.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"40","Doctorado en Ciencias del Ambiente","Funcionarios de Instituciones Públicas y / o Privadas, Organismos No Gubernamentales","23","Aulas especializadas, laboratorios, centro de documentación, software sobre Sistemas de Información Geográfica, software para estudios de biogeografía","Formación con grado científico de Doctor en Ciencias del Ambiente con personal docente altamente calificado, procedentes de Universidades de Cuba, Chile, Estados Unidos, España, Alemania, Brasil, Colombia, entre otros.
El Doctorado en Ciencias del Ambiente tiene una duración de tres años.","Primera Graduación de Doctores en Ciencias del Ambiente: Cinco Doctores graduados el tres de diciembre de 2009. Instituciones de orígen de los graduados: Universidad Nacional de Ingeniería.
Ministerio de Transporte e Infraestructura
Instituto de Desarrollo Rural
Ministerio del Ambiente y los Recursos Naturales","2010-10-22","Wilfredo Varela Fonseca","PEAUT","Si"
"54","Especialidad en Gestión y Evaluación de Impacto Ambiental (GEIA)","Sociedad civil, Funcionarios de instituciones Públicas y Privadas, Centros de Investigación, Organismos No Gubernamentales","29","Aulas especializadas, software, Centro de Información Ambiental","Formación de Especialistas en Gestión y Evaluación de Impacto Ambiental","Graduados los primeros especialistas en GEIA. año: 2001. Clientes o Entidades: Sociedad civil, funcionarios de instituciones Públicas y Privadas.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"76","Diseño de Términos de Referencia (Asistencia Preparatoria) para elaboración de Informe de Desarrollo Humano.","PNUD","11","Laptop, Aulas especializadas, Centro de Información Ambiental","Elaboración de Téminos de Referencia","Términos de Referencia diseñados, consultoría concluida en tiempo establecido.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"141","Plan de Ordenamiento Ambiental del municipio de Corn Island","Alcaldía","11","Instrumentos y herramientas para elaboración de Planes de Ordenamiento Ambiental","Levantamiento de información, elaboración de plan de ordenamiento","Elaborado el Plan de Ordenamiento Ambiental de Corn Island","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"57","Especialidad en Tecnología de la Construcción y Medio Ambiente","Funcionarios de Instituciones Públicas y Privadas, Sociedad civil, Centros de Investigación, Organismos No Gubernamentales","29","Aulas especializadas, software, Transporte para realización de visitas de campo, Centro de Información Ambiental","Formación de Especialistas en Tecnología de la Construcción y Medio Ambiente. (TCMA)"," Estudiantes graduados como Especialistas en Tecnología de la Construcción y Medio Ambiente. Clientes o Entidades a quien se brindó el servicio: Sociedad civil, Funcionarios de instituciones públicas y privadas.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"58","Especialidad en Planeamiento Local en Zonas de Riesgo Ambiental","Funcionarios de Instituciones Públicas y Privadas, Sociedad civil, Centros de Investigación, Organismos No Gubernamentales

","29","Aulas especializadas, software, Transporte para realización de visitas de campo, Centro de Información Ambiental","Formación de Especialistas en Planeamiento Local en Zonas de Riesgo Ambiental.","Graduados especialistas en Planeamiento Local en Zonas de Riesgo Ambiental. Clientes o Entidades a quien se brindó el servicio: Funcionarios de instituciones públicas y privadas.","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"59","Especialidad en Turismo y Gestión Ambiental","Funcionarios de Instituciones Públicas y Privadas, Sociedad civil, Centros de Investigación, Organismos No Gubernamentales","29","Aulas especializadas, software, Transporte para realización de visitas de campo, Centro de Información Ambiental","Formación de Especialistas en. Clientes o Turismo y Gestión Ambiental","Graduados en la Especialidad de Turismo y Gestión Ambiental. Clientes o Entidades a quien se brindó el servicio: funcionarios de Instituciones Públicas y Privadas","2010-10-26","Wilfredo Varela Fonseca","PEAUT","Si"
"61"," Maestria en Energia Renovable","Profesionales con grados de Licenciatura, Ingeniero, ONG°S, Empresas Privadas, Instituciones y Publico general.","27","\N","\N","\N","2010-10-26","Maria Virginia Moncada Balmaceda","FEC","Si"
"62","Cursos Internacionales enfocados en el tema de Energía Renovable.","Extranjeros, estudiantes de universidades, docentes, interesados en Energía Renovable en países en vías de desarrollo.","3","En la comunidad de Sabana Grande_Totogalpa_Ocotal está el Centro Solar que es donde se llevan a cabo la realización de los cursos.
En el Centro se cuenta con herramientas necesarias para la construcción de Cargadores de batería, Paneles, Cocinas y Secadores Solares.
","A través de los años (desde aproximadamente 1998) hemos realizado contactos con diversas universidades, organizaciones internacionales etc. contribuyendo a la UNI y a la sociedad, enriqueciendo la misión de la nuestra institución por medio de acuerdos de colaboración con universidades extranjeras,  Institutos con los que hemos mantenido compromisos de la contribución al bienestar de las comunidades rurales a través de intercambios tecnológicos , es por esto que en las actividades que realizamos involucramos los miembros de la comunidad en el desarrollo de este principal proyecto de PFAE (Centro Solar) y que éste se ejecuta en las comunidad rurales en el norte del país, Sabana Grande y Santo Domingo-Totogalpa-Madriz. Las actividades del Curso Solar Cultural incluyen un curso de energía solar, hacer un pequeño cargador de baterías, excursiones a los lugares donde se implementan los proyectos de energía renovable y la instalación de un sistema fotovoltaico en una comunidad rural.  ","Desde 1998 se han brindado 2 curso solar cultural anual, en el año 2000 se trabajo con Solar Energy International (SEI) dicho curso se realiza una vez al año,desde el año 2006 se coordinan intercambios con la Universidad de Dayton de igual manera con  Universidad de Cornell estos intercambios se realizan una vez al año , dede el 2008 con la Universidad de Davis en este mismo año con el Center for Environmental Living and Learning (CELL).","2010-10-26","Suyen Córdoba","PFAE","Si"
"131","Diseño, capacitación, montaje e implementación de Sistemas de Gestión Ambiental","Instituciones Públicas","11","Aulas especializadas, instrumentos, metodologías y herramientas de gestión ambiental","Se realiza el diseño del Sistema de Gestión Ambiental, se capacita al personal para el montaje, implementación y seguimiento del Sistema.","Sistema de Gestión Ambiental del Ministerio de Salud
Sistema de Gestión Ambiental Alcaldía de Managua
Sistema de Gestión Ambiental Fondo de Inversión Social de Emergencia
Sistema de Gestión Ambiental Instituto Nicaragüense de la Vivienda Urbana y Rural","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
